,title,contents,decoder_input,decoder_target
61,얼마나 박아댄거야 짤의 진실,자기는 정부기관 에서 과거로 좌표 잘못 찍어 보내서 무인도에 표류하게 되고 나중엔 중국으로 흘러가서 모진 고생을 다했는데 정부기관 소속인 상사놈은 하라는 업무는 안하고 떡이나 치면서 애를 명이나 만듬,sostoken 얼마나 박아댄거야 짤의 진실,얼마나 박아댄거야 짤의 진실 eostoken
62,변호사가 하면 불법인,변호사는 한쪽 말만 듣고 법정에서 대신 싸워주는 사람들이지 양쪽 듣고 판단하는건 판사라고 따로 있어요,sostoken 변호사가 하면 불법인,변호사가 하면 불법인 eostoken
63,공무원이 별점 줬다고 협박한 사장,공무원이 순댓국을 시킴 배달원이 순댓국을 버림 사장이 환불해주겠다고 했으나 직장 동료가 전화해서 항의함 사장 당신들 세금으로 월급 받는 공무원이고 내가 당신들 이름이랑 주소지 알고 있으니 좋게 끝내자 개소리 먹금하고 공무원이 해당 음식점 리뷰 남김 사장이 해당 부서에 전화해서 해당 공무원이 리뷰 남겼다고 항의함 해당 공무원이 사과문 올림,sostoken 공무원이 별점 줬다고 협박한 사장,공무원이 별점 줬다고 협박한 사장 eostoken
64,도시인데 뭔가 부족한 인천,인천에 있는 백화점은 신세계백화점 자리에 들어온 롯데백화점 인천터미널점 근데 안좋은 기사 나오면 지역은 안그런데 유독 인천만 마계니 양아치니 실제 통계는 않은데 이미지를 곱창 내놔가지고 인천 시민으로서 심히 안타까움 뭔가 홀대받는 기분 본문에 비슷한 사건이어도 다른지역보다 유독 인천은 지역을 욕한다고 써놨더니 댓글에서 그대로 인천이 마계네 뭐가 개판이네 양아치가 많네 하고 있네 대단하다,sostoken 도시인데 뭔가 부족한 인천,도시인데 뭔가 부족한 인천 eostoken
65,대들에게 많다는 전화공포증 증상,콜포비아 전화를 걸거나 받을때 공포를 느끼는 현상 나도 군대에서 당직병할떄 전화소리 올리면 무섭고 짜증났는데 이게 공포증이였구만,sostoken 대들에게 많다는 전화공포증 증상,대들에게 많다는 전화공포증 증상 eostoken
66,임요환한테 대들 있는 유일한 선수,다들 알다시피 임요환은 한국 프로게이머 시장을 만들어낸 개척자나 마찬가지라서 웬만한 프로게이머들은 임요환을 조심스레 대함 콩진호는 예외임 몇년 게임 방송에서 사대천왕과 도뱅리쌍가 합방을 했었음 끝나고 임요환이 박정석한테 정산 부탁했는데 여기서도 홍진호 도재욱 먹고 등함 홍진호 정산해서 꼬임 계속 이어지는 말싸움 나머지 명은 끼어들지도 임요환이 내놓은 필살기 결론 대들긴 이기진 한다,sostoken 임요환한테 대들 있는 유일한 선수,임요환한테 대들 있는 유일한 선수 eostoken
67,우리 오빠 의대 자퇴때문에 우리집 뒤집어짐,의대갈 머리면 진학 안하고 급이상 공무원 공부하는게 나을지도 의사는 진짜 적성 맞아야지,sostoken 우리 오빠 의대 자퇴때문에 우리집 뒤집어짐,우리 오빠 의대 자퇴때문에 우리집 뒤집어짐 eostoken
68,임진왜란 레전드 다큐,축소판 거북선 모형 불을 뿜는 용두와 주술적 의미가 있는 귀두를 설명하는 해사 박물관에서 제공한 실제 크기의 거북선 거북선 내부 병사들이 조로 노를 저었다고 장군들의 회의실 함장실 싸는 화장실도 구현 아래층에는 병사들이 휴식을 취하는 내무반으로 구성 내무반에서 쉬다가 왜선이 발견되면 올라와서 전투준비 위풍당당 자체 임진왜란 초창기 거북선은 척이 있었고 거북선이 처음으로 데뷔한 사천해전의 경우 척이 출전해 선봉에서 왜놈들 대가리를 깨부셨다고 임진왜란 다큐 당시 해군사관학교가 적극적으로 협찬해 주었다고,sostoken 임진왜란 레전드 다큐,임진왜란 레전드 다큐 eostoken
69,대한민국 건덕을 배신한 실물건담 사건,아직 애니와 만화의 문화가 생소하던 시절 은밀히 취미를 공유하던 덕후들에게 즐거운 소식이 전해지게 되는데 그것은 그것은 한국 최초의 건담 월드 행사 반다이 공식 건담 대형 이벤트가 한국에서 처음 펼쳐지는 소식에 건덕들은 흥분을 감추지 못했는데 이들을 더욱 열광하게 만든 항목이 있었으니 항목이었다 실물 크기 건담 건덕들은 소식에 아직 존재도 안하는 이것이나 이런걸 상상하며 흥분을 감추지 못했다 일본에도 없는 실물크기의 건담이 한국에 당시 성인 만원이라는 높은 입장료에도 수많은 건덕들은 실물크기 건담을 보겠다는 일념하에 행사장으로 향하게 되는데 쇼핑백에도 당당히 적혀있는 미터 실물크기 건담 문구는 수많은 건덕들의 가슴을 설레게 만들기에 충분했고 운명의 날이 밝았다 그들을 맞이한건 실물크기 포스터였다,sostoken 대한민국 건덕을 배신한 실물건담 사건,대한민국 건덕을 배신한 실물건담 사건 eostoken
70,스폰서 이미지를 통째로 먹튀했던 기업,한일월드컵 붉은 악마 광고 원래 월드컵 공식 스폰서 광고는 월드컵 공식 인증 마크가 무조건 부착되서 광고됨 당시 월드컵 공식 스폰서였던 직접 월드컵 스폰서 달고 공식 파트너 자격까지 얻어서 광고했는데 정작 붉은 악마 광고가 너무 떠버림 지금까지도 붉은 악마 필승 코리아 라는 기억이 머리에 남아 있을 정도로 엄청 성공한 광고였지만 위에 보이는 광고를 월드컵 공식 스폰서 자격 마크가 파트너 자격 마크도 없음 원칙적으로 광고를 못하지만 광고 속에 월드컵이라는 단어 자체를 빼버림 광고를 알수 있겠지만 승리의 대한민국 필승 코리아 처럼 월드컵 언급 자체를 안했음 당시 수십억 단위로 후원해서 얻은 스폰서쉽 자격을 지금까지도 월드컵 후원은 실패했던 사례로 교육될 정도로 그냥 광고 하나로 한테 통째로 먹튀 당했음,sostoken 스폰서 이미지를 통째로 먹튀했던 기업,스폰서 이미지를 통째로 먹튀했던 기업 eostoken
71,일본 만화계 최고 인생 승리자,세일러문 작가 금수저 집안 공부 잘해서 약대감 이쁜 외모 만화는 대히트 사랑하는 사람이랑 결혼해서 알콩달콩 요즘은 남편 권유로 만화 안그리고 쉬는중 진짜 부러운 인생 사는중이라고 한다,sostoken 일본 만화계 최고 인생 승리자,일본 만화계 최고 인생 승리자 eostoken
72,일본의 여자 오타쿠 근황,최근의 여자 덕후 나라 이름을 알게 로드바이크에 알게 칼에 알게 농구 규칙을 이해 야구 규칙을 이해 배구 규칙도 이해 피겨스케이트의 규칙과 기술도 이해 테니스 규칙은 이해불능 지금,sostoken 일본의 여자 오타쿠 근황,일본의 여자 오타쿠 근황 eostoken
73,화산이 터지면 신의 분노라고 하던 이유,터질때도 무섭지만 터진후에 화산재 입자가 서로 부딪혀 정전기가 번개를 만든다고 한다,sostoken 화산이 터지면 신의 분노라고 하던 이유,화산이 터지면 신의 분노라고 하던 이유 eostoken
74,미국 임산부들이 한국 임산부들과 달리 출산하자마자 일하러 나가는 이유,처방을 뜻함 미국에 산후조리원이 없는 길거리 코카인보다 약성 진통제 덕분입니다 낳자마자 일하지 않으면 파산해요,sostoken 미국 임산부들이 한국 임산부들과 달리 출산하자마자 일하러 나가는 이유,미국 임산부들이 한국 임산부들과 달리 출산하자마자 일하러 나가는 이유 eostoken
75,속도위반 딱지에 조수석을 가려주는 이유,보다싶이 조수석 쪽을 흰박스로 가려주는데 예전에 아저씨가 속도위반을해서 집으로 통지서가 오게되었는데 마침 아저씨와 조수석에는 불륜중인 여자가 타고있던 사진이여서 통지서를 아내랑 대판 싸우고 법정까지 불륜아재쪽이 도로교통법을 이기고 후로 조수석쪽은 가려주게 되었다 요약 불륜아재때문에 혹시라도 불륜 걸리지말라고 가려줌,sostoken 속도위반 딱지에 조수석을 가려주는 이유,속도위반 딱지에 조수석을 가려주는 이유 eostoken
76,프로게이머 임요환에게 있어서 프로토스라는 존재,임요환이 인터뷰에서 굳이 저런 얘기를 했는지는 임요환의 스타 현역 시절을 아는 사람들이라면 충분히 공감할텐데 임요환 본인의 커리어 무려 세번의 준우승을 안겨준 종족이 프로토스였기 때문임 게다가 중요 고비고비마다 프로토스에게 정말 지긋지긋할 정도로 많이 발목을 잡혀왔던게 임요환이기도 했고 박정석은 중요 고비고비마다 임요환의 앞을 정말 많이 가로막았던 존재였고 강민은 임요환에게 있어서 정말 학을 천적이었지,sostoken 프로게이머 임요환에게 있어서 프로토스라는 존재,프로게이머 임요환에게 있어서 프로토스라는 존재 eostoken
77,실수로 만원을 버린 남자,실수로축의금 천만원을 버림 버린 깨달았으나 쓰레기 차는 이미 떠남 경찰에 신고했으나 이미 재활용선별장으로 이동 협조해준 경찰 재활용선별장 직원들 도움으로 찾음,sostoken 실수로 만원을 버린 남자,실수로 만원을 버린 남자 eostoken
78,게임사로부터 헌정 영상을 받은 게이머 근황,배필 에서 나왔던 장면 게임사에서 신작 공개 트레일러로 리메이크 해줌 너무 좋아서 행복사 직전인 해당 게이머 마음에 드셨으면 좋겠습니다 라는 게임사의 공식 댓글로 행복사 장례식에서 틀어줘도 부분,sostoken 게임사로부터 헌정 영상을 받은 게이머 근황,게임사로부터 헌정 영상을 받은 게이머 근황 eostoken
79,살까지 가난하면 그건 당신 책임이다,평탄 배우 부부의 아들로 태어났는데 문화 대혁명 평탄이 금지되자 부모는 직장을 잃고 가난 하게 살아옴 돈은없지만 영어어 흥미를 느낀 마윈은 영어를 배우기위해 외국인 호텔가서 영어를 독학하고 독학한 영어실력은 고등학교때 이미 원어민 수준을 넘어서 누구를 가를칠 수준이 되었고 영어특기를 살려 호텔 종업원을 할려 했지만 너무 못생긴 외모와 작은키로 실패 삼수끝에 대학을 가난한 영어강사 하다가 미국에서 인터넷 접해보고 인터넷 사업 시작해서 지금의 알리바가가 탄생 며칠전 근황으로는 공안 당해서 조용히 지낸다고함,sostoken 살까지 가난하면 그건 당신 책임이다,살까지 가난하면 그건 당신 책임이다 eostoken
80,현재 아프리카 코인게이트 정리,글은 허구 수도 있습니다 글은 나무위키의 아프리카 코인게이트 문서를 기반으로 작성되었습니다 글은 어디까지나 사건에 관련된 서술이며 서술된 내용은 언급된 인물의 명예를 훼손하기 위함이 아님을 알립니다 현재 아프리카 개발살 내고 있는 코인게이트 사건 사건의 핵심은 티오코인이라는 코인인데 결제서비스라는 이름으로 티오코인이 나오기 시작함 사실 결제 서비스로 코인나온건 한두번이 아닌지라 그냥 그러려니 했는데 이걸 거래소 상장시키기 전에 아프리카 들을 동원해서 이걸로 등쳐먹을려던 세력이 있었음 본명 아프리카 들에게 별풍선을 마구 뿌려대는 일명 큰손 이라고 불리는 인물이었음 티오코인 개발사인 글로벌 사장이자 이번 사건의 주동자 엠보 나름 아프리카 대기업들에게 코인에 투자하고 들이 방송해주면 상장 이후 가격을 떡상시켜 이익을 낼수 있다며 꼬드긴걸로 추정 작업이 상장 이전까지는 조용하게 이뤄져야 하는데 어쩌다가 밝혀져서 난리가 일어난걸까 나름 아프리카에서 메이저급에 속하던 노래하는코 라는 있었는데 여친이었던 혜가 사생활 폭로를 얘가 하고 사업을 한다 전재산을 박았다 라는 이야기가 흘러나가며 이야기가 커져갔다 여기에 사업체인 글로벌 어쩌구에 관심을 가진 인방갤에서 털기 시작했는데 다름아닌 코인 사업을 하고있는데 먹튀하기 좋은 사이즈 상장도 않은 티오코인에 전재산을 꼴아박은 정황이 알려졌다 참고로 초기코인 제공 한국에서 불법이다 잠적한다 잠적하자 들에게도 영향력을 끼친게 아닌가 하며 돈을 꼴아박은 들에게도 의심의 정황들이 포착되기 시작한다 들에게도 코인을 홍보해대며 나중에 상장후 먹튀 하려는게 아니냐는 의심스런 정황들이 나오기 시작한다 돈을 꼴아박았던 아프리카 메이저 들이 코인에 올라 정황이 확인되었다 뿐만 이들에게는 원금보장을 해준다고 하며 아예 작정하고 공범이었다는게 밝혀진다 그런데다가 밝혀진 이후에도 대응으로 여러가지 구설수에 오르게 된다 거리노래방으로 유명세를 탔던 경우 니네들이 안샀으면 된거 아님 적반하장식으로 나왔고 호는 나이 먹고 엄마가 하래서 했는데요 급으로 변명했고 성은 원금보장이 없었다며 계약서를 깠는데 계약서에 원금보장 적혀있는게 뽀록나기도 했다 이외에도 탱들도 연루가 확인되었다 정리하자면 이들은 계획대로 상장하지도 않은 코인에 투자해서 자신들의 인지도를 활용하여 차익을 얻을 계획으로 추정되었다 뿐만아니라 코인 개발주체에게 원금보장이라는 계약까지 받아내서 사실상 투자자가 아닌 공모자급으로 활동 했으나 중간에 하필이면 전재산 꼴아박으신분이 여친하고 싸우셔서 폭로된 덕분에 나가리가 상황이 되었다 사실 폭로로 밝혀지지 않았어도 국내 코인 거래소들에서는 잡코인들 정리하고 있는지라 저게 흥했을지는 알수 없긴 하다 특히 티오코인의 모델인 페이코인조차 잡코인으로 상장폐지되었으니 여튼 저런 계획에 공모한게 어처구니가 없는 사건이냐면 인방갤에서 분명 이새끼는 넣었을거다 위인 아무런 제의 받지 못했고 나중에 이야기를 듣고는 자존심이 상해서 꼴아 박으려다가 저건 내가봐도 신인듯 발을 뺏다고 한다 이후 방송에서 공개적으로 블랙리스트에 박았다 감스트는 특히 끌어들이고 싶어했던 였다 돈을 꼴아박으면서 자기가 힙합시켜주니 사업 하니뭐니 제안했지만 나는 챙길 직원들이 많고 할일도 많고 힘들듯 거절을 했고 인스타가 맞팔이었던 홍구는 치킨 이벤트 인스타 한거라며 얼마전에 수술도 했고 돈은 아내가 관리 한다며 투자한 적이 없다고 일축했으며 인방계 대표 호구인 공혁준 키오스크 광고라길래 촬영장 갔더니 어플광고라고 하고 어플이름이 티오 코인이라는데 코인 어플 광고라매 시발들아 예전에 비트코인에 물려서 개고생한적이 새록새록 기억나서 광고를 찍어놓고 광고비 받기전에 빤스런 했다고 한다 거를 사람은 걸렀다는거다,sostoken 현재 아프리카 코인게이트 정리,현재 아프리카 코인게이트 정리 eostoken
