,제목,내용
1089,후기/사과+병원비 내놓으라는 올케언니,"좀 답답한? 후기입니다
댓글주신데로 오빠있는데서 부모님께 사실대로 말씀드렸습니다 사실과 다르게 얘기했다는 소리나올까봐 오빠도 오라고 했습니다

결론은 그래도 애가 다친거니 니가 숙이라는겁니다ㅡㅡ
싫다는데 집들이 하란것도 언니고 소란피우고 가방뒤져서 동생눈찌른건 첫째조칸데 어느부분에서 사과해야돼냐고 했습니다

부모님이랑 오빠는 이부분에서 입닫으시더라구요
상식적으로 어느부분을 사과해야할지 모르겠다
마스카라라고 해도 눈찔린건 똑같았을꺼고 눈 다쳤었을꺼라고 내년에 학교갈아이가 남 가방 뒤져서 동생다치게했는데 그걸 고칠생각 않고 가방 주인에게 사과하라하니 참 교육 잘시킨다 했습니다

계속 이런식이면 오빠는 동생없다 치고 엄마아빠도 아들만 있다 생각하라했습니다

저는 저자신보다 더 믿은 사람에게 뒤통수를 심하게 맞은후 인간관계를 깊이 만들지 않고 아니다 싶으면 관계를 끊어버립니다. 일상생활이 불가능할정도로 몇년이 힘들었거든요

그래서 올케언니랑도 오빠의 부인일뿐 사적인 얘기도 만남도 거의 안해서 이런모습은 처음 봤습니다

이런 저를 잘아니 제가 저런말까지 나오자 부모님은 그럼 우리는 누구 편도 들지 않겠다하시고 오빠는 미안하답니다.. 일도 못하고 잠도 못자게해서 본인이 너무 힘들어서 저한테 떠넘긴거라고요

올케언니랑은 사과를 받지도 하지도 않을꺼고 이제 볼일없을꺼라고 했습니다
그런데도 계속 연락하거나 혹시 찾아온다면 정말 개.지.랄이 뭔지 보여준다했습니다

제경험상 상식이 안통하고 저에게 해를 끼치는 사람과는 아예 연결점이 없는게 좋더라구요

조금 답답한 후기죄송합니다

그리고 잔머리픽서 광고냐는 분들 ㅠ 5천원안합니다
광고아니예요





일하면서 핸드폰으로 작성하는거라 오타있음 죄송합니다

부모님이랑 살다가 이번에 독립한 30대중반입니다
결혼생각딱히 없고 취미생활하다보니 자꾸 살림이 늘어서 모은돈으로 쪼그만 아파트 구매했습니다(지방이라 아파트 싸요.. ㅠ)

집들이 생각없었는데 올케언니가 해야된다고 하는거예요 올케언니는 안했으면서.. ㅡㅡ

그냥 배달음식 시키기로하고 오빠내외랑 7살6살조카가 왔는데요
빈손으로 달랑 와서는 크기가 작네 어쩌네 입대는데 그냥 참았어요

근데 분명히 제가 취미방에 들어가지말고 고모물건에 손대지마라라고 했는데 연년생 조카중 첫째는 온 방 문 열고 들락날락 거리고 둘째는 소리지르면서 뛰어다니더군요

오빠랑 제가 하지마라고해도 들은체도 안하고 올케언니는 첨와서 신기해서 저러는거라고 남의 살림이나 열어보고 있고...
그러다 갑자기 막 우는소리가 나서 가보니까 둘째가 눈을 막 비비면서 울고 몸부림치고 난리더라구요
첫째도 울고있고

올케언니 소리지르고 오빠는 왜그러냐고 119전화하라고 그러고 애기눈은 벌겋고 우선 씻긴다고 화장실 뛰어가고... ㅡㅡ 정말 혼이 빠진다는게 무슨소린지 알겠더라구요

대충 눈 씻기고 언니랑 오빠가 들쳐안고 근처 소아과갔어서 제가 어찌된건지 첫째한테 물으니 자기는 계속 모른데요 그러다 오빠가 데리고 왔는데 둘째가 진정은 됐는데 눈이 엄~~청 뻘겋더라구요

오빠가 뭐한거냐니까 계속 물으니 보여주는데..
하.... 제가 잔머리가 엄청 심해요 일할때 머리묶을일이 많아서 잔머리픽서를 사놨는데 스틱형태도 있지만 마스카라처럼 생긴것도 있어요

마스카라형식은 가방에 넣어서 외출할때 바르는데 큰조카가 가방뒤지면서 이걸보고는 마스카란줄 알고 동생한테 발라주다가 눈을 찌르면서 약도 들어간거예요 ㅡㅡ

근데 그때부터 올케언니가 저한테 말그대로 dog 지.랄을 하는거예요
왜 그렇게 위험한걸 가방에 뒀냐!!!
왜 방문을 안잠궈뒀냐!!! 눈 실명하면 어쩔꺼냐!!
어른들께 알려서 가만 안두겠다!! 등등 소리소리 치는데 제가 조카눈 찌른줄요??

아니 가방에 칼넣어둔것도 아니고 염산을 넣어둔것도 아니고 들어가지마라 그랬는데 신기해서 저런다고 두란것도 언니고 남의 가방 뒤져서 동생눈찌른건 당신 딸인데!! 왜!!! 너무 어이없는데 우선 제가 머리가 다 아파서 오빠한테 가라그랬어요

오빠가 미안하다고 다시연락한다고 갔는데 그때부터 지금까지 카톡와요

왜 사과안하냐 치료비 물어내라
아가씨집에서 다친거니까 집주인잘못이다
아직 어른들껜 말안했다 등등

그래서 그랬어요~~ 사실 그대로 말하라고 아님 엄마아빠한테 제가 얘기하까요?? 그러니 어른들 놀랜다 하지마라카고 사과하고 치료비주면 괜찮을껄 왜 그러네요

근데 좀전에 오빠가 연락와서는 자기가 돈 줄테니까 언니한테 미안하다 그러고 치료비라고 주래요

언니한테 온 카톡 캡쳐해서 보내고 둘다 차단한다 그랬어요

이렇게 계속 하면 되겠죠? "
1090,술마시고 우리집 오는 시아주버님,"결혼 9개월차입니다.

현재 임신7주차 아직 시댁 친정엔 알리지 않았습니다.

시댁은 10분 거리에 있는데 시어머니와 노총각인 시아주버니 두분이서 사십니다.

막노동하시고 술마시고 저녁 8시며 9시며 10시며

저희집에 오셔서 술 깨야하니 커피 타달라고 하시며

12시까지 있다 가시는데

남편에게 전화하고 오실때도 있고...
거의 전화없이 찾아 오십니다.
개 산책시키다 지나가다가 들리고
술 깨야하니 커피마시고 가시고

참고 참고 잘 대접해드렸고

시어머니는 매번 빨리 집에 오라고 전화로 시아주버니 다그치시는데
왜 또 오고 또오고 그러시는지...

시아주버니 가시고 나면 남편에게 불만을 토로합니다.
남편도 싫은데 온다는 사람한테 문전박대 하냐며
우리가 맘편히 멀리 떨어져 나가 살자고합니다.

오늘은 남편도 인연이 있는 지인을 데리고 와서
술판 벌렸습니다.
오늘도 12시까지....
지인이란 분은 나가시면서 저에게 밤늦게 죄송하다며 말하시는데
시아주버니는 ""그럼 죄송해야지!"" 이러시면서 지인 분을 다그치시며 가셨습니다.

남편도 말 못하는데
제가 어떻게 마음가짐을 고쳐먹어야 할까요
아니면 어떻게 대처 할 방법은 없을까요? "
1091,직접 살면 별로라는 인테리어 원탑ㄷㄷ,블랙 인테리어 
1092,듣보잡 아이돌 실패담,"작년에 해체한 소위 듣보그룹 멤버로서 차마 겉으로는 대놓고 말은 못했지만 속으로 하루에도 몇번씩 했던 생각들을 그냥 끄적거리려고 함.

판에는 워낙 자기가 연습생이네 아이돌이었네 하는 글이 많아서 나도 연습생이나 아이돌이 저렇게 지천에 널렸나하면서 피식 웃어넘긴적들이 있었기때문에, 사실 이글도 너네들이 믿든지 안믿든지 별로 신경은 안쓰려고해. 그냥 내가 끄적이고 싶어서 끄적이는거라 주작이라고 의심을 하든 악플을 달든 난 그냥 그걸로 끝.

너네 솔직히 소위 저런애들도 있었나? 싶은 중소아이돌들보면 대충 느낌 오지않아? 아 쟤네 되겠네, 뭐야 쟤네는 바로 없어지겠네, 너무 어중간하네 등등..

심지어 노래도 안들어보고 안무 1초도 안봤는데 사진만 보고도 쟤넨 뜨겠네,못뜨겠네 판단이 들고대체로 그 감이 맞지않아..?

분명 사람들한테는 객관적인 시선이라는게 있더라. 그리고 슬프게도 연습생,데뷔(?)한 애들한테도 자기를 객관적으로 바라볼수있는 시선이 있고 코딱지만한 중소기획사 사장이랑 직원들도 자기 회사랑 자기네 아이돌,연습생을 객관적으로 바라볼수있는 시선이 있음. 근데 이게 진짜 슬프고 비참한거더라. 다 같이 나름대로 인생을 걸고 모여있는데 우린 잘될 것 같아!!라는 확신이 딱 안드는 상황에 부딪히면 진짜진짜 상상을 초월하게 멘탈이 무너져.

우리 회사는 공중파나 메이저 케이블 프로에 우리를 꽂아줄 힘도 뭣도 없다, 우리들 솔직히 외모 A급은 아무도 없다(반대로 잔인한 말이지만 우리 팀은 쟤랑 쟤가 외모를 많이 깎는다는 생각도 안한다면 절대 거짓말), 우리 노래 솔직히 구리다... 우리한테도 저런 팀들처럼 좋은 곡이 왔으면, 우리 앨범자켓도 조악하고 뮤비도 저퀄이다, 아...진짜 우리는 못뜨겠구나... 이런 정말적인 생각은 연습생, 데뷔준비팀, 데뷔한 애들 솔직히 다 하는 생각들임. 물론 메이저 기획사들은 빼고.

물론 모두가 열악한 환경에서 열심히는 했는데 이쪽은 열심이라는 단어만으로는 되는게 절대 아닌거 잘 알잖아? 노력 그 외적인 것들이 너무 커서 좌절감이 느껴질 정도였음. 이렇게 되고 나니까 내가 왜 밤늦게까지 연습실에서 나가지도 않고 친구도 일부러 안만나고 살았나 허무하지만 그때는 진짜 진심이었음. 노력하면 뭔가 바꿀수있을줄 알았거든.
근데 황정민 배우님께서 수상소감으로 하신 유명한 말씀있잖아 자기는 다 차려진 밥상에 밥숟가락 하나 얻어서 맛있게 먹었을뿐이라고. 근데 아무리 내가 맛있게 먹으려고 노력해도 차려진 밥상이 화려하지 않거나 컨셉이 확실하지 않으면 아무도 관심을 가져주지 않는게 현실이더라. 반대로 밥상을 제대로 차려놓으면 깨작깨작 먹는것같은 애들도 관심을 받는것도 현실이었고.

30년된 상가건물 한층 그것도 일부만 빌려서 들어온 아무 힘없고 돈없는 회사, 근처 분식집에서 장부써가며 밥먹고 월말에 한번에 대표님 카드로 계산하고 하는데 팀이 잘 안되고 막막하니 나중엔 그것마저도 눈치보이고 그랬음. 대표님이 희생을 안하거나 신경을 안쓴건 아니었다? 자기 재산 다 쏟아붓고 여기저기 돈빌려가며 열심히 하셨는데 내 생각엔 솔직히 트렌디한 눈과 귀가 없으시지 않았나 함. 정말 좋은분이고 도덕적으로도 깨끗한분인데 그게 결과에 도움이 되지 못했다는게 슬퍼. 사실 회사가 열악한줄 알면서도 들어갔던게 대표님 마인드가 너무 괜찮다고 생각해서였거든..
곡부터 녹음 보컬 안무까지 다 대표님이 여기저기 인맥들 통해서 부탁부탁 사정사정하며 했지만 그렇게 한것들이 빈말로라도 수준이 좋다고는 절대 못할만한 것들이었고 그런게 다 나중에 안좋은 결과로 돌아왔던것 같음. (메이크업 머리는 다 직접하고 의상은 거의 동대문에서 직접 샀었음 회사에서 처리해주시긴 했지만..ㅋ 당연히 만족스러울리 없고 누가봐도 아마추어 티가 팍팍나서 그것도 심각한 문제였다고 생각함)

지금은 집근처 식당에서 평일밤에 서빙알바하면서 건너건너 소개받은분이 하시는 쇼핑몰에서 1주일에 한번정도 피팅모델 알바하는데 뭘 준비해야될지 너무 막막해서 매일매일이 혼란스럽고 스트레스받음. 난 뭘해야 되지? 춤추고 노래한답시고 다른건 아무것도 이뤄놓지 못한 사람이 그 판에서 나오니까 얼마나 보잘것없어지는지 느껴진다.. 애초에 집에서 응원해주지도 않았던거라 집안 반응도 그러게 내가 너 그럴줄 알았다 후회할줄 몰랐냐 이런 반응이라 더 힘들고. 분명 엄청 피곤한데 이상하게 잠이 안와서 폰들고 끄적끄적. 이제 자야겠어 잘자 다들

+) 그냥 30명만 봐도 괜찮겠다고 생각했는데 조회수랑 댓글보고 깜짝 놀랐어ㅠㅠ 대댓글은 달지 않을게! 혹시 누가 나인척하고 대댓을 달더라도 나 아니니까 오해하지 말았으면 좋겠어. 아까도 누가 나인척 댓단거 발견해서... 비록 얼굴은 모르지만 여기서 응원해준분들 걱정해준분들 모두 고마워!

  "
1093,설레는 썰 쓰고가자 제발,"나는 작년에 어벤져스 나왔을 때 남사친이랑 보러갔는데 금요일에 갔거든 근데 너무 졸려운 거야 그래서 잠깐 눈 감고 있었는데 걔가 자기 어깨에 내 머리 기대게 한 거 젣짜 심장 개떨렸음 그래서 계속 자는 척 했다 진짜 하 너무 좋앟ㅆ어 그 이후로 걔랑 사귀다가 헤어졌는데 난 아직도 걔 좋아해..
ㅠㅠㅠㅠㅠㅠㅠㅠ





기대할게 나 요즘에 너무 외로워... "
1094,요즘 뚱카롱 좀 인기 시들해진거 같지 않음?,"한 몇달 전까지만 해도 마카롱집 줄 서서 먹고 골목마다

마카롱 디저트 집 있엇는데 지금 다 임대 현수막 걸려있고


뭔가 뜽카롱이 유행이지는 잘 모르겠음

요즘은 또 흑당인듯 ㅋㅋㅋ "
1095,야야 오늘 연애혁명 본애들 있음?,얘네 누구보고 말하는건지 아능사람?? 
1096,전학생 멘트 추천해주라,제목 그대로야 고 2고 여름 방학 끝나자마자 전학 가는데 괜찮은 전학생 멘트 좀 추천해주라 전학 가는 거 처음이라 무슨 말을 해야할 지 모르겠어서 어색하지도 않고 과하지도 않은 딱 좋은 멘트로 추천해줘... 
1097,네웹 최강자전 시작한 거,"뭔가 이번엔 막 엄청 대작?까진 없지 않음? 대충 다 봤는데 딱히 스토리가 완전 대박이거나 끌리거나 하는 게 없응 개인적으로 그나마 ㄱㅊ은 게 하루만 네가 되고싶어 인 듯

옛날엔 막 대작 개많았는디 "
1098,전남친한테 하고싶은 말 쓰고가기 하자,내가 많이 미안해 그땐 내가 진짜 생각을 잘못 했던 것 같다 보고싶어 
1099,스윗하고 멋진 트와이스 여자 경호원, 
1100,얘들아 엽떡 주먹밥 원래 이렇게 오나;;?,원래 자기가 해먹는 거니?? 
1101,어떻게 마무리를 할까요,. 
1102,쪽팔린 썰 풀자 리턴즈,"시작ㅎ

오늘 생긴 따끈따끈한 일이야ㅎㅎ

내가 알바를 하나 하거든

이 알바 오래해서 홀 직원이랑 친하단말이야 친구임ㅇㅇ

내가 주방이랑 홀 왓다갓다하는데 주방에있으면 홀 소리가 잘 안들리거든??
분명1분전까진 아무도 없었음

그래서 뭐 하다가 그 홀 보던 친구한테
나 쉬!!! 라고 조카 크게 말하면서 달려나갔는데

근데 홀에 손님 한 테이블 있었음 ㅅㅂ 다행히 드시던 중은 아니었음
근데 입맛 떨어지셧겟다 죄송해요.. "
1103,너네만 좋아할 것 같은거 뭐있어?,"시작


나는


팔자주름이 예쁜사람이 좋음

남이 웃을 때 팔자주름만 봐.. "
1104,4살 밖에 안 된 자기 아들을 영화관에 버리고 온 애비,                  
1105,연애의 참견 2 왕따 주동자 보신분,"결혼 관련 내용이라ㅠㅠ 여기가 제일 도움 될 것 같아서요
방탈 아닌 방탈(?) 양해부탁드립니다


7년 전 왕따 주동자와 동서 지간이 되어야 하는 여자...

A가 왕따 주동자, B가 주인공이라고 할게요(같은 과 동기)

A가 B를 엄청 괴롭혔네요 왕따 시키고..



그렇게 B가 힘든 시기에 B의 남자친구(=A와 B의 과선배)가 든든하게 지켜주고 7년간 사귀고 결혼을 계획하는데

그 와중에 B 남자친구의 소개로, A와 B남자친구의 형이 커플이 됩니다(사정을 모르는 B의 남자친구가 본인 형에게 A를 소개해줌)

그래서 넷이 커플만남을 하는데 A가 갑작스레 임신을 고백해요

그래서 B는 그때의 트라우마 때문에 결혼을 다시 생각하게 되는데,
B의 남자친구는 A에게 사과를 받자고 하고 삼자대면을 합니다(A,B,B남자친구)

근데 A가 본인 남자친구이자 예비 남편을 B커플 몰래 불러서 결국 그자리는 흐지부지 넘어가게 됩니다..


B의 남자친구는 B와 헤어지기 싫어서 부모님께도 어느정도 말씀드리고 명절에만 보면 된다고 설득을 해요




자

여러분같으면 어떻게 하시겠어요..??

참고로 A는 되게 못된 악역으로 나와요

왕따같은걸 당해본 사람은 그 트라우마 극복하기 어렵잖아요

그래서 B가 고민을 많이 하는데...

어떻게 하는게 최선의 선택일지 궁금합니다

B의 여린 성격으로는 A를 이길 수가 없어요

A가 진정성 있게 사과를 할지도 의문이구요..

보는 내내 너무 답답하네요 ㅠㅠ 정답이 뭔지 모르겠어서.. "
1106,+추가) 방학맞이 다이어트 하는 애들아,"+) 

헐 톡선 1위 고마워 ㅠㅠㅠㅜㅜㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ왕 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ

추가로 댓글에서 많이 보이는 질문을 답해볼게


1. 하루에 몇번 했어?

캐시안벅지 처음 할땐 3분짜리 끝내기도 벅차서 ㅋㅋㅋㅋㅋㅋㅌㅌ 진짜 만만하게 보면 안됨
하루에 한번씩만해주다가
2주차부턴 2번으로 아침 저녁 이렇게 해줬어
처음해보면 알테지만 다리가 불타서 중간중간 멈추게 되고 그만하고싶고 내가 지금 뭐 하는거지 현타가 오는데 그걸 꼭 이겨내고 끝까지 해야돼!!! 


2. 스트레칭 꼭 해야돼?

응 해줘야 살빼는데 10000000% 더 효과 있어. 근육 뭉친거 안 풀고 자면 담날 못 일어나.. 풀고나도 첫날은 못일어나지만......
아무튼 근육 잘 풀어주면 다리도 시원하고 가벼워
원래 무슨 운동을 하든 골반이 틀어져있으면 운동 효과가 떨어지거든 
그래서 내가 밑에 추천하는 다노골반하체스트레칭하면 장담하는데 다리도 훨씬 예쁘게 빠지고 골반이 교정되면서 자세도 교정되서 일석이조야! 이거 아니여도 꼭 10분정도 다리 스트레칭 하는걸 추천해! 강하나 하체스트레칭도 짱 좋고! 한가지 택해서 하도록 해


3. ""이거 하면 안벅지는 빠지던데 옆벅지에 근육이 붙어 울퉁불퉁해지던데?""

밑에 댓글을 읽다보니까 위와 같은 댓글이 있더라고
일단 댓쓰니한테 스트레칭도 같이 한건지 묻고싶어
나는 이 운동 하면서 체지방은 빠지고 근육이 붙어서 오히려 탄탄해져서 더 예뻐보이던데
울퉁불퉁한건 근육이 뭉친걸 제대로 안 풀어준거 아닐까?


4. 앞벅지 근육 생기지않아?

처음엔 앞벅지가 딴딴해지는데 스트레칭을 열심히 17분동안 매일 해주니까
근육 점점 풀렸어 그리고 살은 빠지면서 근육은 남아서 탄탄해졌어
근데 스트레칭 안 하면 앞벅지 근육 생겨도 안빠질것..같아ㅜㅜ
그니까 스트레칭 필수다!



5. 총 몇키로 빠지고 기간은 얼마나 한거야?

기간은 한달 했고 
난 1주차부터 극적인 변화가 있었어 (이거 하는 사람 대부분이 한지 며칠 안됐는데 다들 변화가 있다고 그래!)
1주차에 밑에 말했다싶이 허벅지가 3센치, 종아리가 1센치, 허리가 1인치가 빠졌고
몸무게는 2키로가 빠졌어. (식이조절의 공도 커)
그리고 한달차 되니까 총 허벅지는 6센치, 종아리는 2센치, 허리는 2인치 빠지고 
팔뚝살, 등살, 뱃살도 많이 빠졌어
몸무겐 재보니까 총 5.4 키로 빠졌더라 
근데 이렇게 잘 빠진 이유는 아마 스트레칭도 해주고 식이조절도 해줘서 그런것같아
내가 시작하기전엔 165에 57이였거든 
정상 몸무게같지만 근육이 없고 지방만 가득해서 다리가 진짜 별로였어 
팔뚝살이랑 뱃살도 장난아니였지만..특히 다리가 ㅠㅠ
지금은 166에 51-52 왔다갔다해!
다시 말하지만 식이조절!!!도 해주면 좋아! 물론 엄청나게 안먹는다는 조건이하 평소대로 먹으면서 해도 빠지긴 빠져
근데 방학 얼마 안 남았으니까 식이조절까지 해주면 짧은시간에 효과가 더 빠르겠지


마지막으로 한가지 주의할게
자세 조심해야해! 거울 봐가면서 캐시언니랑 같은 자세가 맞는지 확인해가면서 해!
와이트 스쿼트 자세할때 정확한 자세 찾아보고 하고!! 그리고 폴짝 폴짝 뛰는 자세할때 허리는 최대한 일자가 되게 하고 무릎 조심하고!

무릎 안 좋은 애들은 이거 말고 땅끄부부 영상들 추천할게!
초보자도 따라하기 쉽고 동작들도 무리가 안가서 좋아! 효과도 좋고!!


아무튼

다시 한번 톡선 고마워ㅠㅠㅠ 

애들아 살 열심히 빼고 성공하자! 화이팅


------------------------------------------------------------------







안녕

현재 방학이라서 다이어트 시작하거나 다이어트중인 애들 많을텐데

내가 살 빼는데 내 기준 최고인 운동을 알려주고싶어서 글을 써 (물론 내 주관적 생각이야)

유튜브에 캐시안벅지라고 치면 흰나시에 핑크반바지를 입은 싱글벙글 한 언니야가 스쿼트 자세로 개구리 마냥 폴짝 폴짝 뛰는 영상이 있을거야


그거 나 믿고 일주일만이라도 해봐 제발

내가 한달전만 해도 안쪽 허벅지 살이 장난 아니였어 앉으면 퍼지고 걸어다니면 서로 스치고 출렁거리고;;

그러다 안되겠다 싶어서 다이어트를 결심후 열심히 판 다이어트글을 뒤지고 정독했어

그러다 한 글의 전후가 유독 쩌는거야... 와 다리 전후가 unbelievable

암튼 그 글에서 추천한 홈트가 이 캐시 안벅지인데 반신반의로 따라해봤지

근데 이게 개 힘들어 홈트 좀 하는 애들이면 다 알만한 지옥의 마일리사이러스레그 있잖아 17분짜리..
그걸 3분으로 압축해둔 고통이야 ㅎㅎ

하면서 200프로 욕 나와
아무리 순둥이여도 이건 아냐

며칠 하다보면 나아지겟지 하지만 아냐 걍 할때마다 힘들어 (한 일이주 되면 조금 나아짐 그나마)

다끝나면 무슨 갓 태어난 소새끼마냥 다리가 부들부들 떨려서 걷질 못해 ㅅㅂ

근데 힘든만큼 효과는 300프로다 와 찐이야

아 이거 하고 엘자다리나 다노 레전드스트레칭이라고 하체 골반스트레칭 17분짜리 있는데 그거 꼭 해줬어! 스트레칭이 진짜 중요해! 근육을 충분히 풀어줘야 라인도 예뻐지고 더 잘 빠져

아무튼

난 일주일만에 허벅지 둘레 3센치랑 종아리가 1센치 줄고 허리가 1인치가 줄었어 대박이지

살이 빠지는게 보이니까 신나서 힘들지만 계속 하게되더라고

지금은 4주찬데 허벅지는 총 6센치 빠지고 종아리는 2센치 허리는 2인치 빠지고 뱃살도 실종하고 얼굴살도 빠지고 다들 나보고 살 많이 빠져보인다 그러더라 ㅎㅎㅎ

물론 사람마다 케바케라 더 빨리빠지는애들도 있고 아예 안빠지는것처럼 느껴지는 사람도 있어

그렇지만 나도 그렇고 내 동생도 한지 2주 됐는데 효과를 많이 봤어 걘 4키로 빠졌대

그래서 추천하는거야

아 그리고 중요한게 하나 있는데 식이조절도 어느정도 해줘야해

군것질 끊고 인스턴트랑 자극적인 정제된 음식 끊고 물 많이 마시면 돼 (사실 이것만해도 평소에 삼시세끼+간식+야식 까지 먹던 애들이면 일주일만에 2-3키로는 훅훅 빠져)

그리고 뭘 먹든 양 조절이 필수야
먹고 싶은거 먹되 양을 평소의 1/3만 먹어줘
쿠키 한개 과자 한줌 정돈 괜찮아

그냥 매 끼니마다 밥 반공기에다 반찬 적당히 먹고

국은 건더기만 건져 먹고 이럼 저절로 빠지더라

난 아침은 요거트+과일+그래놀라 먹고 점심은 일반식 조절해서 먹고 저녁엔 점심 복붙하거나 고구마 두유 같은거 먹었어

점점 위가 줄어서 별로 안배고파지더라

식이가 8이고 운동이 2란 말이 사실인것같아

저 운동 힘들게 하면서 먹을건 다 먹으면 진짜 느리게 빠지거나 근육돼지 돼 그러니까 꼭 식이 필수야

마지막으로 방학동안 다이어트 하고있는 아니면 할 애드라 다들 힘내고 이거 제발 꼭 해봐라 진짜 짱이다 !!!!!!!!!!다들 화이팅 "
